N_Ep,Env_Steps,Avf_RM,Avg_EPLM
0.0,1.0,0.0,0.0
73.0,10001.0,-239.3000030517578,177.1999969482422
138.0,20001.0,-177.1999969482422,154.3000030517578
203.0,30001.0,-156.1999969482422,179.3000030517578
268.0,40001.0,-123.30000305175781,147.1999969482422
328.0,50001.0,-79.19999694824219,138.8000030517578
388.0,60001.0,-77.0999984741211,151.39999389648438
447.0,70001.0,-18.399999618530273,210.60000610351562
507.0,80001.0,-4.099999904632568,164.39999389648438
565.0,90001.0,20.5,158.0
617.0,100001.0,101.5,219.0
672.0,110001.0,146.0,265.5
723.0,120001.0,112.30000305175781,227.8000030517578
778.0,130001.0,74.0999984741211,183.60000610351562
835.0,140001.0,61.5,165.5
889.0,150001.0,108.0999984741211,216.60000610351562
940.0,160001.0,93.5,205.0
995.0,170001.0,67.5,180.0
1047.0,180001.0,106.9000015258789,217.39999389648438
1096.0,190001.0,83.19999694824219,189.1999969482422
1150.0,200001.0,84.0,198.0
1199.0,210001.0,126.0,244.5
1251.0,220001.0,61.099998474121094,175.10000610351562
1300.0,230001.0,64.19999694824219,177.1999969482422
1358.0,240001.0,40.20000076293945,144.6999969482422
1410.0,250001.0,100.9000015258789,215.89999389648438
1464.0,260001.0,103.5,214.5
1518.0,270001.0,83.30000305175781,195.8000030517578
1577.0,280001.0,25.899999618530273,129.39999389648438
1627.0,290001.0,110.69999694824219,226.6999969482422
1684.0,300001.0,13.699999809265137,120.69999694824219
1741.0,310001.0,48.900001525878906,157.89999389648438
1794.0,320001.0,142.8000030517578,267.79998779296875
1848.0,330001.0,41.599998474121094,145.60000610351562
1902.0,340001.0,101.19999694824219,217.1999969482422
1958.0,350001.0,80.9000015258789,187.89999389648438
2011.0,360001.0,78.5999984741211,191.60000610351562
2063.0,370001.0,91.0999984741211,208.10000610351562
2119.0,380001.0,51.5,160.5
2176.0,390001.0,82.5,192.0
2235.0,400001.0,34.5,139.5
2286.0,410001.0,160.0,281.0
2330.0,420001.0,86.5,196.5
2387.0,430001.0,92.9000015258789,201.89999389648438
2440.0,440001.0,68.0999984741211,194.10000610351562
2494.0,450001.0,78.80000305175781,200.3000030517578
2547.0,460001.0,92.19999694824219,205.1999969482422
2601.0,470001.0,47.900001525878906,159.89999389648438
2662.0,480001.0,29.600000381469727,135.10000610351562
2719.0,490001.0,69.69999694824219,180.1999969482422
