N_Ep,Env_Steps,Avf_RM,Avg_EPLM
0.0,1.0,0.0,0.0
74.0,10001.0,-200.2007598876953,146.10000610351562
140.0,20001.0,-177.17022705078125,167.10000610351562
201.0,30001.0,-144.2450408935547,171.6999969482422
256.0,40001.0,-97.28243255615234,162.0
318.0,50001.0,-94.12672424316406,157.8000030517578
366.0,60001.0,-38.6717529296875,248.1999969482422
421.0,70001.0,-0.8908260464668274,215.8000030517578
462.0,80001.0,40.88474655151367,208.60000610351562
508.0,90001.0,81.47711944580078,220.3000030517578
553.0,100001.0,105.59619140625,203.60000610351562
596.0,110001.0,138.22671508789062,231.1999969482422
642.0,120001.0,115.75801849365234,208.39999389648438
684.0,130001.0,143.62673950195312,238.60000610351562
728.0,140001.0,207.54275512695312,294.3999938964844
774.0,150001.0,119.18171691894531,208.60000610351562
813.0,160001.0,182.33055114746094,270.20001220703125
855.0,170001.0,131.5878143310547,228.5
900.0,180001.0,121.18170166015625,210.60000610351562
944.0,190001.0,97.32598876953125,188.60000610351562
994.0,200001.0,122.7923812866211,209.3000030517578
1042.0,210001.0,101.94278717041016,183.3000030517578
1087.0,220001.0,122.73667907714844,210.10000610351562
1130.0,230001.0,131.11758422851562,213.8000030517578
1184.0,240001.0,91.2618637084961,177.3000030517578
1232.0,250001.0,146.83053588867188,233.6999969482422
1281.0,260001.0,156.50308227539062,240.10000610351562
1324.0,270001.0,131.47332763671875,214.3000030517578
1369.0,280001.0,158.20382690429688,243.5
1415.0,290001.0,145.8603515625,224.0
1465.0,300001.0,122.69087982177734,199.3000030517578
1512.0,310001.0,153.32138061523438,232.39999389648438
1561.0,320001.0,95.71760559082031,176.39999389648438
1609.0,330001.0,105.27867126464844,189.39999389648438
1666.0,340001.0,112.33439636230469,192.10000610351562
1715.0,350001.0,157.93438720703125,238.1999969482422
1766.0,360001.0,83.78553009033203,172.60000610351562
1816.0,370001.0,126.50386047363281,206.3000030517578
1865.0,380001.0,125.64659118652344,205.39999389648438
1913.0,390001.0,88.24813079833984,169.39999389648438
1962.0,400001.0,134.5901336669922,213.5
2010.0,410001.0,166.60232543945312,250.0
2057.0,420001.0,107.716064453125,186.5
2105.0,430001.0,147.35804748535156,231.89999389648438
2156.0,440001.0,126.8779067993164,206.8000030517578
2202.0,450001.0,153.49545288085938,231.6999969482422
2256.0,460001.0,106.32829284667969,186.60000610351562
2304.0,470001.0,139.9336395263672,215.5
2353.0,480001.0,104.37255859375,186.0
2403.0,490001.0,121.1221694946289,200.89999389648438
