N_Ep,Env_Steps,Avf_RM,Avg_EPLM
0.0,1.0,0.0,0.0
69.0,10001.0,-206.0,147.0
133.0,20001.0,-175.0,151.0
198.0,30001.0,-155.1999969482422,157.8000030517578
268.0,40001.0,-122.9000015258789,158.60000610351562
326.0,50001.0,-111.69999694824219,176.8000030517578
389.0,60001.0,-72.5,145.0
446.0,70001.0,-32.79999923706055,172.1999969482422
499.0,80001.0,21.600000381469727,189.60000610351562
554.0,90001.0,35.20000076293945,178.1999969482422
614.0,100001.0,59.79999923706055,171.8000030517578
666.0,110001.0,64.9000015258789,169.89999389648438
726.0,120001.0,40.400001525878906,143.39999389648438
776.0,130001.0,135.5,249.0
833.0,140001.0,64.30000305175781,168.8000030517578
888.0,150001.0,84.30000305175781,188.3000030517578
943.0,160001.0,63.20000076293945,171.1999969482422
990.0,170001.0,120.0,235.5
1045.0,180001.0,51.099998474121094,155.10000610351562
1100.0,190001.0,88.4000015258789,196.89999389648438
1163.0,200001.0,35.0,140.0
1216.0,210001.0,53.5,158.0
1269.0,220001.0,83.19999694824219,192.1999969482422
1325.0,230001.0,34.79999923706055,139.8000030517578
1379.0,240001.0,86.9000015258789,194.89999389648438
1438.0,250001.0,55.29999923706055,161.8000030517578
1497.0,260001.0,81.30000305175781,187.8000030517578
1557.0,270001.0,70.69999694824219,180.6999969482422
1607.0,280001.0,107.4000015258789,217.89999389648438
1671.0,290001.0,4.599999904632568,107.5999984741211
1731.0,300001.0,107.30000305175781,227.3000030517578
1785.0,310001.0,70.0,183.0
1842.0,320001.0,43.20000076293945,150.1999969482422
1897.0,330001.0,156.5,273.0
1950.0,340001.0,94.9000015258789,205.39999389648438
2006.0,350001.0,58.79999923706055,167.3000030517578
2059.0,360001.0,86.80000305175781,199.8000030517578
2107.0,370001.0,92.69999694824219,204.6999969482422
2156.0,380001.0,31.299999237060547,138.3000030517578
2217.0,390001.0,57.599998474121094,166.60000610351562
2271.0,400001.0,76.0,197.0
2336.0,410001.0,65.30000305175781,174.8000030517578
2392.0,420001.0,91.19999694824219,202.6999969482422
2449.0,430001.0,59.099998474121094,169.10000610351562
2513.0,440001.0,84.19999694824219,202.1999969482422
2572.0,450001.0,84.5999984741211,197.60000610351562
2629.0,460001.0,91.5999984741211,201.60000610351562
2690.0,470001.0,73.5999984741211,184.10000610351562
2752.0,480001.0,24.899999618530273,130.39999389648438
2810.0,490001.0,35.70000076293945,140.1999969482422
