N_Ep,Env_Steps,Avf_RM,Avg_EPLM
0.0,1.0,0.0,0.0
73.0,10001.0,-173.3000030517578,148.1999969482422
140.0,20001.0,-129.6999969482422,162.8000030517578
198.0,30001.0,-62.099998474121094,159.89999389648438
255.0,40001.0,-0.30000001192092896,175.6999969482422
313.0,50001.0,49.400001525878906,171.89999389648438
368.0,60001.0,88.0,198.0
416.0,70001.0,36.400001525878906,139.89999389648438
477.0,80001.0,33.099998474121094,138.10000610351562
541.0,90001.0,49.20000076293945,152.1999969482422
602.0,100001.0,86.80000305175781,194.3000030517578
658.0,110001.0,115.4000015258789,221.89999389648438
720.0,120001.0,67.80000305175781,171.8000030517578
789.0,130001.0,59.599998474121094,166.10000610351562
858.0,140001.0,65.80000305175781,175.3000030517578
927.0,150001.0,22.5,126.5
987.0,160001.0,81.5999984741211,191.10000610351562
1059.0,170001.0,45.400001525878906,152.89999389648438
1131.0,180001.0,54.20000076293945,159.1999969482422
1196.0,190001.0,37.099998474121094,142.10000610351562
1266.0,200001.0,26.799999237060547,130.3000030517578
1321.0,210001.0,75.9000015258789,185.89999389648438
1380.0,220001.0,55.79999923706055,162.8000030517578
1435.0,230001.0,59.79999923706055,169.8000030517578
1504.0,240001.0,16.100000381469727,119.5999984741211
1572.0,250001.0,83.30000305175781,192.3000030517578
1632.0,260001.0,57.70000076293945,162.1999969482422
1692.0,270001.0,45.20000076293945,150.1999969482422
1748.0,280001.0,95.0999984741211,205.60000610351562
1812.0,290001.0,59.20000076293945,165.1999969482422
1858.0,300001.0,36.5,143.0
1907.0,310001.0,117.0,235.0
1980.0,320001.0,19.5,125.5
2051.0,330001.0,34.599998474121094,141.10000610351562
2129.0,340001.0,24.299999237060547,127.80000305175781
2201.0,350001.0,19.200000762939453,127.69999694824219
2268.0,360001.0,97.30000305175781,217.8000030517578
2334.0,370001.0,47.79999923706055,152.8000030517578
2419.0,380001.0,28.0,135.0
2491.0,390001.0,45.29999923706055,153.3000030517578
2563.0,400001.0,58.29999923706055,166.3000030517578
2642.0,410001.0,14.5,118.0
2720.0,420001.0,4.099999904632568,108.0999984741211
2791.0,430001.0,39.0,149.0
2862.0,440001.0,0.20000000298023224,102.69999694824219
2937.0,450001.0,40.0,147.0
3008.0,460001.0,3.5,107.5
3093.0,470001.0,8.0,111.0
3175.0,480001.0,14.100000381469727,116.5999984741211
3254.0,490001.0,58.20000076293945,172.1999969482422
3313.0,500001.0,70.4000015258789,180.39999389648438
3368.0,510001.0,57.70000076293945,167.1999969482422
3437.0,520001.0,18.799999237060547,120.80000305175781
3504.0,530001.0,54.400001525878906,165.89999389648438
3564.0,540001.0,18.899999618530273,127.4000015258789
3634.0,550001.0,35.70000076293945,143.1999969482422
3707.0,560001.0,14.199999809265137,121.69999694824219
3770.0,570001.0,83.0,199.0
3839.0,580001.0,53.29999923706055,168.3000030517578
3911.0,590001.0,7.099999904632568,110.0999984741211
3984.0,600001.0,40.0,153.0
4062.0,610001.0,16.0,120.0
4127.0,620001.0,46.79999923706055,158.8000030517578
4199.0,630001.0,52.400001525878906,165.89999389648438
4257.0,640001.0,103.69999694824219,226.1999969482422
4307.0,650001.0,66.9000015258789,179.39999389648438
4389.0,660001.0,0.5,105.0
4455.0,670001.0,38.70000076293945,145.6999969482422
4513.0,680001.0,45.0,164.5
4575.0,690001.0,63.900001525878906,186.39999389648438
4636.0,700001.0,7.0,120.5
4709.0,710001.0,24.700000762939453,130.1999969482422
4777.0,720001.0,39.599998474121094,145.60000610351562
4835.0,730001.0,81.4000015258789,199.39999389648438
4892.0,740001.0,72.30000305175781,185.8000030517578
4967.0,750001.0,76.0,189.5
5032.0,760001.0,95.0999984741211,218.60000610351562
5089.0,770001.0,16.299999237060547,119.30000305175781
5149.0,780001.0,54.29999923706055,164.8000030517578
5199.0,790001.0,98.19999694824219,227.6999969482422
5268.0,800001.0,22.299999237060547,133.3000030517578
5332.0,810001.0,82.69999694824219,195.1999969482422
5381.0,820001.0,84.4000015258789,194.89999389648438
5434.0,830001.0,70.30000305175781,187.3000030517578
5496.0,840001.0,92.5999984741211,202.60000610351562
5561.0,850001.0,53.5,162.0
5621.0,860001.0,100.19999694824219,215.6999969482422
5683.0,870001.0,10.899999618530273,115.9000015258789
5754.0,880001.0,21.100000381469727,128.10000610351562
5812.0,890001.0,89.69999694824219,202.6999969482422
5874.0,900001.0,52.20000076293945,165.1999969482422
5927.0,910001.0,60.70000076293945,190.1999969482422
5982.0,920001.0,59.0,171.5
6043.0,930001.0,31.5,136.5
6095.0,940001.0,57.900001525878906,170.39999389648438
6147.0,950001.0,67.5999984741211,182.10000610351562
6215.0,960001.0,55.099998474121094,170.10000610351562
6289.0,970001.0,13.800000190734863,120.30000305175781
6351.0,980001.0,76.9000015258789,198.39999389648438
6410.0,990001.0,35.599998474121094,144.10000610351562
6470.0,1000001.0,64.30000305175781,178.8000030517578
6543.0,1010001.0,35.29999923706055,144.3000030517578
6610.0,1020001.0,13.600000381469727,119.0999984741211
6672.0,1030001.0,27.200000762939453,133.6999969482422
6732.0,1040001.0,132.60000610351562,254.60000610351562
6788.0,1050001.0,86.9000015258789,209.39999389648438
6848.0,1060001.0,31.600000381469727,136.10000610351562
6909.0,1070001.0,55.599998474121094,168.10000610351562
6955.0,1080001.0,98.19999694824219,219.6999969482422
7008.0,1090001.0,51.29999923706055,164.8000030517578
7066.0,1100001.0,91.80000305175781,224.3000030517578
7120.0,1110001.0,106.0,238.5
7175.0,1120001.0,47.900001525878906,154.39999389648438
7239.0,1130001.0,54.900001525878906,167.39999389648438
7303.0,1140001.0,58.29999923706055,168.3000030517578
7358.0,1150001.0,69.19999694824219,182.1999969482422
7414.0,1160001.0,52.0,172.5
7478.0,1170001.0,45.400001525878906,152.89999389648438
7525.0,1180001.0,74.5,204.5
7594.0,1190001.0,31.899999618530273,136.39999389648438
7664.0,1200001.0,15.399999618530273,127.4000015258789
7723.0,1210001.0,44.20000076293945,154.6999969482422
7780.0,1220001.0,78.30000305175781,200.3000030517578
7834.0,1230001.0,35.5,143.5
7905.0,1240001.0,45.599998474121094,158.10000610351562
7967.0,1250001.0,93.30000305175781,209.3000030517578
8024.0,1260001.0,42.599998474121094,150.10000610351562
8073.0,1270001.0,46.5,159.0
8124.0,1280001.0,122.0,250.0
8178.0,1290001.0,70.30000305175781,181.3000030517578
8241.0,1300001.0,25.299999237060547,136.8000030517578
8315.0,1310001.0,44.900001525878906,149.39999389648438
8365.0,1320001.0,41.20000076293945,148.1999969482422
8426.0,1330001.0,69.5999984741211,184.60000610351562
8484.0,1340001.0,42.29999923706055,151.3000030517578
8536.0,1350001.0,69.9000015258789,181.89999389648438
8584.0,1360001.0,104.69999694824219,230.6999969482422
8642.0,1370001.0,25.299999237060547,136.3000030517578
8702.0,1380001.0,59.70000076293945,171.1999969482422
8755.0,1390001.0,58.400001525878906,187.39999389648438
8802.0,1400001.0,114.9000015258789,236.89999389648438
8872.0,1410001.0,49.29999923706055,157.3000030517578
8934.0,1420001.0,52.900001525878906,163.89999389648438
8979.0,1430001.0,123.4000015258789,257.8999938964844
9031.0,1440001.0,84.0999984741211,197.60000610351562
9085.0,1450001.0,61.0,169.0
9136.0,1460001.0,114.69999694824219,233.1999969482422
9184.0,1470001.0,79.0999984741211,196.10000610351562
9230.0,1480001.0,86.80000305175781,216.8000030517578
9288.0,1490001.0,28.5,135.0
9352.0,1500001.0,36.20000076293945,148.1999969482422
9399.0,1510001.0,120.19999694824219,244.6999969482422
9443.0,1520001.0,109.30000305175781,236.3000030517578
9503.0,1530001.0,18.299999237060547,123.30000305175781
9582.0,1540001.0,20.0,133.5
9647.0,1550001.0,44.099998474121094,153.60000610351562
9716.0,1560001.0,43.29999923706055,169.8000030517578
9781.0,1570001.0,43.20000076293945,161.1999969482422
9855.0,1580001.0,21.799999237060547,129.3000030517578
9915.0,1590001.0,35.5,164.0
9964.0,1600001.0,91.0999984741211,224.10000610351562
10038.0,1610001.0,68.80000305175781,185.8000030517578
10088.0,1620001.0,70.5999984741211,193.10000610351562
10139.0,1630001.0,9.600000381469727,115.0999984741211
10226.0,1640001.0,24.700000762939453,135.1999969482422
10297.0,1650001.0,11.800000190734863,120.80000305175781
10362.0,1660001.0,21.899999618530273,140.89999389648438
10421.0,1670001.0,68.4000015258789,201.39999389648438
10481.0,1680001.0,23.700000762939453,142.1999969482422
10534.0,1690001.0,68.69999694824219,210.1999969482422
10593.0,1700001.0,24.0,174.5
10643.0,1710001.0,99.19999694824219,229.1999969482422
10708.0,1720001.0,13.800000190734863,126.30000305175781
10782.0,1730001.0,22.100000381469727,130.60000610351562
10851.0,1740001.0,35.599998474121094,169.60000610351562
10913.0,1750001.0,17.899999618530273,139.89999389648438
10983.0,1760001.0,18.899999618530273,146.89999389648438
11053.0,1770001.0,27.899999618530273,160.39999389648438
11116.0,1780001.0,38.900001525878906,199.89999389648438
11174.0,1790001.0,18.200000762939453,147.6999969482422
11227.0,1800001.0,60.099998474121094,199.60000610351562
11282.0,1810001.0,95.19999694824219,236.1999969482422
11336.0,1820001.0,47.599998474121094,178.60000610351562
11393.0,1830001.0,22.100000381469727,157.10000610351562
11441.0,1840001.0,68.4000015258789,229.39999389648438
11502.0,1850001.0,16.899999618530273,137.39999389648438
11565.0,1860001.0,17.799999237060547,160.3000030517578
11615.0,1870001.0,42.70000076293945,195.6999969482422
11667.0,1880001.0,75.5999984741211,268.6000061035156
11731.0,1890001.0,11.100000381469727,157.60000610351562
11788.0,1900001.0,14.699999809265137,157.1999969482422
11837.0,1910001.0,60.400001525878906,222.89999389648438
11889.0,1920001.0,50.79999923706055,194.8000030517578
11934.0,1930001.0,86.30000305175781,241.3000030517578
11981.0,1940001.0,53.099998474121094,193.10000610351562
12030.0,1950001.0,52.099998474121094,208.10000610351562
