N_Ep,Env_Steps,Avf_RM,Avg_EPLM
1.0,1.0,0.0,1.0
2718.0,10001.0,2.4000000953674316,3.4000000953674316
5033.0,20001.0,3.299999952316284,3.799999952316284
7114.0,30001.0,3.799999952316284,4.800000190734863
8977.0,40001.0,5.099999904632568,6.099999904632568
10591.0,50001.0,4.599999904632568,5.599999904632568
12030.0,60001.0,4.900000095367432,5.400000095367432
13219.0,70001.0,8.300000190734863,8.800000190734863
14161.0,80001.0,10.100000381469727,10.600000381469727
14807.0,90001.0,21.700000762939453,19.200000762939453
15253.0,100001.0,23.700000762939453,22.700000762939453
15602.0,110001.0,31.899999618530273,26.899999618530273
15934.0,120001.0,34.900001525878906,28.899999618530273
16284.0,130001.0,30.299999237060547,26.299999237060547
16614.0,140001.0,42.099998474121094,34.099998474121094
16940.0,150001.0,35.79999923706055,31.799999237060547
17295.0,160001.0,33.5,29.0
17621.0,170001.0,38.79999923706055,32.29999923706055
17960.0,180001.0,23.0,22.5
18270.0,190001.0,24.399999618530273,22.899999618530273
18599.0,200001.0,28.100000381469727,26.600000381469727
18921.0,210001.0,37.5,31.0
19221.0,220001.0,28.100000381469727,26.100000381469727
19533.0,230001.0,38.5,31.0
19849.0,240001.0,22.799999237060547,21.299999237060547
20173.0,250001.0,50.70000076293945,37.20000076293945
20494.0,260001.0,43.5,35.5
20812.0,270001.0,24.600000381469727,22.600000381469727
21123.0,280001.0,63.599998474121094,44.599998474121094
21439.0,290001.0,19.600000381469727,20.100000381469727
21749.0,300001.0,51.20000076293945,39.70000076293945
22077.0,310001.0,23.700000762939453,23.200000762939453
22392.0,320001.0,55.79999923706055,41.29999923706055
22678.0,330001.0,78.30000305175781,56.79999923706055
23005.0,340001.0,43.400001525878906,35.400001525878906
23353.0,350001.0,34.79999923706055,30.299999237060547
23681.0,360001.0,58.099998474121094,42.599998474121094
23999.0,370001.0,33.20000076293945,29.700000762939453
24320.0,380001.0,37.5,30.5
24653.0,390001.0,21.299999237060547,21.299999237060547
24975.0,400001.0,30.700000762939453,26.700000762939453
25314.0,410001.0,24.399999618530273,22.399999618530273
25639.0,420001.0,32.400001525878906,27.899999618530273
25968.0,430001.0,27.799999237060547,26.299999237060547
26271.0,440001.0,22.0,20.5
26602.0,450001.0,32.099998474121094,27.600000381469727
26904.0,460001.0,20.100000381469727,19.100000381469727
27208.0,470001.0,40.29999923706055,31.299999237060547
27504.0,480001.0,40.400001525878906,31.899999618530273
27833.0,490001.0,39.0,33.0
28139.0,500001.0,43.599998474121094,34.099998474121094
28436.0,510001.0,44.900001525878906,34.900001525878906
28719.0,520001.0,40.79999923706055,33.29999923706055
29008.0,530001.0,46.599998474121094,36.099998474121094
29294.0,540001.0,43.099998474121094,32.099998474121094
29574.0,550001.0,25.200000762939453,22.200000762939453
29828.0,560001.0,45.79999923706055,34.79999923706055
30093.0,570001.0,43.599998474121094,32.099998474121094
30331.0,580001.0,52.0,39.0
30590.0,590001.0,56.0,40.0
30866.0,600001.0,49.599998474121094,37.099998474121094
31104.0,610001.0,61.400001525878906,43.900001525878906
31347.0,620001.0,92.5,64.0
31564.0,630001.0,61.900001525878906,41.900001525878906
31798.0,640001.0,37.599998474121094,31.100000381469727
32018.0,650001.0,96.19999694824219,60.70000076293945
32244.0,660001.0,70.9000015258789,49.900001525878906
32441.0,670001.0,42.099998474121094,32.099998474121094
32651.0,680001.0,60.20000076293945,40.20000076293945
32860.0,690001.0,109.0999984741211,67.5999984741211
33078.0,700001.0,40.29999923706055,31.299999237060547
33303.0,710001.0,75.5999984741211,49.099998474121094
33518.0,720001.0,62.0,41.5
33710.0,730001.0,65.80000305175781,45.79999923706055
33923.0,740001.0,81.19999694824219,52.70000076293945
34132.0,750001.0,82.19999694824219,52.20000076293945
34326.0,760001.0,64.5999984741211,43.099998474121094
34515.0,770001.0,77.0,50.5
34724.0,780001.0,79.5999984741211,50.599998474121094
34915.0,790001.0,79.0,52.5
35100.0,800001.0,64.0999984741211,44.099998474121094
35300.0,810001.0,70.9000015258789,48.900001525878906
35506.0,820001.0,86.80000305175781,52.79999923706055
35677.0,830001.0,112.30000305175781,70.80000305175781
35875.0,840001.0,104.19999694824219,64.19999694824219
36058.0,850001.0,52.29999923706055,36.29999923706055
36219.0,860001.0,151.3000030517578,89.30000305175781
36411.0,870001.0,99.0,63.0
